cn,sv,vi
戊 午 二 十 五 年 漢 髙 后 五 年 .,"Mậu Ngọ, nhị thập ngũ niên, Hán Cao Hậu ngũ niên.","Mậu Ngọ, năm thứ hai mươi lăm , (Hán Cao Hậu năm thứ năm)."
春 帝 即 皇 帝 位 兵 功 長 沙 敗 數 郡 而 還 .,"Xuân, đế tức Hoàng đế vị, phát binh công Trường Sa, bại số quận nhi hoàn.","Mùa xuân, vua lên ngôi hoàng đế, đem quân đánh Trường Sa, đánh bại mấy quận rồi về."
庚 申 二 十 七 年 漢 髙 后 七 年 .,"Canh Thân, nhị thập thất niên, Hán Cao Hậu thất niên.","Canh Thân, năm thứ hai mươi bảy , (Hán Cao Hậu năm thứ bảy)."
漢 使 隆 慮 音 林 閭 侯 周 竃 擊 南 越 以 報 長 沙 之 役 .,"Hán sử Long Lự [âm Lâm Lư], hầu Chu Táo kích Nam Việt dĩ báo Trường Sa chi dịch.",Nhà Hán sai Lâm Lư hầu Chu Táo sang đánh Nam Việt để báo thù việc đánh Trường Sa.
會 暑 濕 大 遂 兵 .,"Hội thử thấp đại dịch, toại bãi binh.","Gặp khi nắng to ẩm thấp, bệnh dịch phát, bèn bãi quân."
帝 因 此 以 兵 威 敗 物 招 撫 閩 越 西 甌 貉 即 交 跐 九 真 皆 從 属 焉 東 西 萬 餘 里 .,"Đế nhân thử dĩ binh uy bại vật chiêu vỗ Mân Việt, Tây Âu Lạc [tức Giao Chỉ Cửu Chân], giai tòng thuộc yên, đông tây vạn dư lí.","Vua nhân thế dùng binh uy và của cải để chiêu vỗ Mân Việt và Âu Lạc ở phía tây (tức là Giao Chỉ và Cửu Chân), các nơi ấy đều theo về, từ đông sang tây rộng hơn vạn dặm."
御 黃 屋 左 纛 稱 制 漢 並 .,"Ngự hoàng ốc, tả đạo, xưng chế dữ Hán tịnh.","Vua ngồi xe mui vàng, dùng cờ tả đạo, cho là nghi vệ ngang với nhà Hán."
辛 酉 二 十 八 年 漢 髙 后 八 年 .,"Tân Dậu, nhị thập bát niên, Hán Cao Hậu bát niên.","Tân Dậu, năm thứ hai mươi tám , (Hán Cao Hậu năm thứ tám)."
秋 七 月 髙 后 崩 諸 大 臣 迎 立 代 王 恒 是 爲 文 帝 .,"Thu, thất nguyệt, Cao Hậu băng, chư đại thần nghênh lập đại vương Hằng, thị vi Văn Đế.","Mùa thu, tháng bảy, Cao Hậu băng, các đại thần đón Đại vương Hằng lên ngôi, tức là Văn Đế."
壬 戌 二 十 九 年 漢 文 帝 恒 元 年 .,"Nhâm Tuất, nhị thập cửu niên, Hán Văn Đế Hằng nguyên niên.","Nhâm Tuất, năm thứ hai mươi chín , (Hán Văn Đế Hằng năm thứ nhất)."
漢 帝 爲 帝 親 塚 在 真 定 者 .,Hán đế vi đế thân trủng tại Chân Định giả.,Vua Hán vì thấy mồ mả tổ tiên của vua đều ở Chân Định.
置 守 邑 歲 時 奉 祀 召 其 昆 弟 爲 尊 官 厚 賜 .,"Trí thủ ấp, tuế thời phụng tự, triệu kì côn đệ vi tôn quan hậu tứ.","Mới đặt người thủ ấp để trông coi, tuế thời cúng tế, gọi các anh em của vua cho làm quan to, ban cho hậu."
之 問 宰 相 陳 平 可 使 越 者 .,"Chi vấn Tể tướng Trần Bình, cử khả sứ Việt giả.",Vua Hán hỏi Tể tướng Trần Bình có thể cử ai sang sứ Nam Việt được.
平 言 陸 賈 先 帝 時 曾 使 越 .,Bình ngôn: 'Lục Giả Tiên đế thời tằng sứ Việt'.,Bình nói: 'Lục Giả thời Tiên đế đã từng sang sứ Nam Việt'.
漢 帝 召 賈 爲 太 中 大 夫 謁 者 一 人 爲 副 使 往 遣 帝 書 .,"Hán đế triệu Giả vi Thái trung đại phu, yết giả nhất nhân vi phó sứ, vãng khiến đế thư.","Vua Hán gọi Giả cho làm Thái trung đại phu, lấy một người yết giả làm phó sứ, đem thư sang cho vua."
曰 謹 問 南 越 王 甚 苦 心 勞 意 .,Viết: 'Cẩn vấn Nam Việt vương thậm khổ tâm lao ý'.,Thư nói: 'Kính hỏi thăm Nam Việt Vương rất lao tâm khổ ý'.
朕 髙 帝 側 室 之 子 也 棄 外 奉 藩 于 代 道 理 遼 遠 壅 撲 愚 未 嘗 書 .,"Trẫm Cao Đế trắc thất chi tử dã, khí ngoại phụng phiên vu Đại đạo lí liêu viễn, ung tế phốc ngu, vị thường trí thư.","Trẫm là con vợ lẽ của Cao Đế, phải đuổi ra ngoài làm phiên vương ở đất Đại, vì đường sá xa xôi, kiến thức hẹp hòi quê kệch, nên chưa từng gửi thư."
髙 皇 帝 棄 群 臣 孝 惠 皇 帝 即 世 髙 后 自 臨 事 不 幸 有 疾 諸 吕 擅 權 爲 變 不 獨 制 乃 取 他 姓 子 爲 孝 惠 皇 帝 .,"Cao Hoàng đế khí quần thần, Hiếu Huệ hoàng đế tức thế Cao Hậu tự lâm sự, bất hạnh hữu tật, chư Lữ thiện quyền vi biến, bất năng độc chế, nãi thú tha tính tử vi Hiếu Huệ Hoàng Đế.","Cao Hoàng Đế lìa bỏ bầy tôi, Hiếu Huệ Hoàng Đế qua đời, Cao Hậu tự lên trông coi việc nước, không may có bệnh, người họ Lữ chuyên quyền làm bậy, một mình khống chế ngự được, mới lấy con người họ khác nối nghiệp Hiếu Huệ Hoàng Đế."
嗣 頼 宗 廟 之 靈 功 臣 之 力 誅 之 已 畢 .,"Tự lại tông miếu chi linh, công thần chi lực, tru chi dĩ tất.","Nhờ anh linh tông miếu và sức lực của các công thần, đã giết hết bọn ấy."
朕 以 王 吏 不 釋 之 故 不 得 不 立 今 即 位 .,"Trẫm dĩ vương hầu lại bất thích chi cố, bất đắc bất lập, kim tức vị.","Trẫm vì các vương hầu và quan lại không cho từ chối, không thể không nhận, nay đã lên ngôi."
乃 者 聞 王 遣 将 .,Nãi giả văn Vương khiển tướng.,Mới rồi nghe nói vương có gửi thư cho tướng.
軍 隆 慮 侯 書 求 親 昆 弟 請 長 沙 二 軍 .,"Quân Long Lự hầu, thư cầu thân côn đệ, thỉnh bãi Trường Sa nhị tướng quân.","Quân Lâm Lư hầu, muốn tìm anh em thân và xin bãi chức hai tướng quân ở Trường Sa."
朕 以 王 書 軍 博 陽 侯 其 親 昆 弟 在 真 定 者 已 遣 人 存 問 脩 治 先 人 塚 .,"Trẫm dĩ Vương thư bãi tướng quân Bác Dương Hầu, kì thân côn đệ tại Chân Định giả, dĩ khiển nhân tồn vấn tu trị tiên nhân trủng.","Trẫm theo thư của vương, đã bãi chức tướng quân Bác Dương hầu rồi, còn anh em thân của vương hiện ở Chân Định, trẫm đã sai người đến thăm hỏi và sửa đắp phần mộ tiên nhân của vương rồi."
前 日 聞 王 兵 於 邊 爲 寇 災 不 止 長 沙 苦 之 南 郡 㔫 甚 雖 王 之 國 庸 獨 利 乎 必 多 殺 士 卒 傷 良 將 吏 寡 人 之 妻 孤 人 之 子 獨 人 父 母 得 一 亡 十 朕 不 忍 爲 之 埜 .,"Tiền nhật văn Vương phát binh ư biên, vi khấu tai bất chỉ, Trường Sa khổ chi Nam quận ưu thậm, tuy Vương chi quốc dung độc lợi hồ? Tất đa sát sĩ tốt, thương lương tướng lại, quả nhân chi thê, cô nhân chi tử, độc nhân phụ mẫu, đắc nhất vong thập, trẫm bất nhẫn vi chi dã.","Ngày trước nghe tin vương đem quân đánh biên giới, cướp phá mãi không thôi, dân Trường Sa khổ sở mà Nam Quận khổ nhất, nước của vương há được lợi riêng hay sao? Tất phải chết nhiều quân lính, hại các tướng lại tài giỏi, làm cho vợ goá chồng, con mồ côi, cha mẹ mất con, được một hại mười, trẫm không nỡ làm thế."
朕 欲 定 地 犬 牙 之 相 制 者 以 問 又 吏 曰 髙 皇 帝 所 以 界 長 沙 者 王 之 地 也 不 得 變 焉 今 也 得 王 之 地 不 足 以 爲 大 得 王 之 財 不 足 以 爲 富 服 嶺 以 南 王 自 治 之 .,"Trẫm dục định địa khuyển nha chi tương chế giả, dĩ vấn lại, lại viết: 'Cao Hoàng Đế sở dĩ giới Trường Sa giả, Vương chi địa dã, bất đắc thiện biến yên' Kim dã đắc Vương chi địa, bất túc dĩ vi đại, đắc vương chi tài, bất túc dĩ vi phú, phục Lĩnh dĩ Nam, Vương tự trị chi.","Trẫm muốn phân định đất phong xen kẽ để chế ngự lẫn nhau, đem việc ra hỏi, bọn quan lại đều nói: 'Cao Hoàng Đế sở dĩ lấy Trường Sa làm địa giới, vì [quá chỗ đó] là đất của vương, không nên tự tiện thay đổi'. Nay dù lấy được đất đai của vương cũng không đủ lớn thêm, lấy được của cải của vương cũng không đủ giàu thêm, cõi đất từ Ngũ Lĩnh về nam, vương cứ việc trị lấy."
雖 然 王 之 號 爲 .,"Tuy nhiên, Vương chi hiệu vi.","Tuy vậy, vương xưng là."
帝 两 帝 並 立 亡 一 乘 之 使 以 通 其 道 之 爭 也 .,"Đế, lưỡng đế tịnh lập vong nhất thừa chi sứ dĩ thông, kì đạo chi tranh dã.","Đế, hai đế cùng lập mà không có xe sứ thông hiếu, thế là tranh nhau."
乎 而 不 讓 仁 者 不 爲 也 .,"Hồ nhi bất nhượng, nhân giả bất vi dã.",Tranh mà không biết nhường thì người có nhân không làm.
願 王 分 棄 前 惡 終 今 以 来 通 使 如 故 .,"Nguyện dữ Vương phân khí tiền ác chung, kim dĩ lai thông sứ như cố.","Trẫm nguyện cùng vương đều bỏ hiềm trước, từ nay trở đi thông hiếu như xưa."
故 使 陸 賈 往 馳 諭 吿 王 以 朕 本 意 .,"Cố sử Lục Giả vãng trì dụ, cáo Vương dĩ trẫm bổn ý.","Vì vậy mới sai Lục Giả sang đưa tờ dụ, để tỏ với vương bản ý của trẫm."
王 亦 受 之 毋 爲 寇 災 矣 .,"Vương diệc thụ chi, vô vi khấu tai hĩ.","Vương cũng nên nghe theo, chớ làm những việc cướp phá nữa."
因 以 上 褚 五 十 衣 中 褚 三 十 衣 下 褚 二 十 衣 遣 王 .,"Nhân dĩ thượng chử ngũ thập y, trung chử tam thập y, hạ chử nhị thập y khiển Vương.","Nhân gửi biếu vương năm mươi  chiếc áo bông thượng hạng, ba mươi  chiếc áo bông trung hạng, hai mươi  chiếc áo bông hạ hạng."
願 王 聽 樂 消 憂 存 問 鄰 國 .,Nguyện Vương thính lạc tiêu ưu tồn vấn lân quốc.,Mong rằng Vương hãy nghe nhạc tiêu sầu và thăm hỏi nước láng giềng.
賈 至 帝 謝 曰 謹 奉 詔 爲 藩 王 長 供 職 貢 .,"Giả chí, đế tạ viết: 'Cẩn phụng chiếu vi phiên Vương, trường cung chức cống'.","Khi Giả đến, vua tạ lỗi nói: 'Kính vâng chiếu chỉ, xin làm phiên vương, giữ mãi lệ cống'."
於 是 下 詔 曰 朕 聞 两 䧺 不 俱 立 两 賢 不 並 世 漢 皇 帝 賢 天 子 自 今 去 帝 制 黃 屋 左 纛 .,"Ư thị hạ chiếu viết: 'Trẫm văn: Lưỡng hùng bất cụ lập, lưỡng hiền bất tịnh thế, Hán Hoàng Đế hiền thiên tử, tự kim khứ đế chế hoàng ốc tả đam'.","Rồi đó vua hạ chiếu rằng: 'Trẫm nghe: hai người hùng không đứng cùng nhau, hai người hiền không ở cùng đời. Hoàng Đế nhà Hán là bậc thiên tử hiền tài, từ nay ta triệt bỏ xe mui vàng và cờ tả đạo là nghi chế của hoàng đế'."
因 爲 書 稱 蠻 夷 大 長 老 夫 臣 佗 昧 子 再 拜 上 書 皇 帝 陛 下 老 夫 故 越 吏 也 髙 帝 賜 璽 .,"Nhân vi thư xưng: 'Man Di đại trưởng lão phu, thần Đà muội tử, tái bái thượng thư hoàng đế bệ hạ, lão phu cố Việt lại dã, Cao Đế tứ tỉ'.","Nhân viết thư rằng: 'Man Di đại trưởng lão phu, thần Đà, mạo muội đáng chết, hai lạy dâng thư lên hoàng đế bệ hạ. Lão phu vốn là lại cũ ở đất Việt, Cao Đế ban cho ấn'."
綬 以 爲 南 越 王 .,Thụ dĩ vi Nam Việt Vương.,Thao làm Nam Việt Vương.
孝 惠 皇 帝 即 位 義 不 忍 絶 所 賜 老 夫 者 甚 厚 .,"Hiếu Huệ Hoàng Đế tức vị, nghĩa bất nhẫn tuyệt, sở tứ lão phu giả thậm hậu.","Hiếu Huệ Hoàng Đế lên ngôi, vì nghĩa không nỡ tuyệt nên ban cho lão phu rất hậu."
髙 后 用 事 別 異 華 夷 由 命 曰 毋 予 南 越 金 鉄 田 器 馬 牛 羊 即 子 予 牡 无 予 牝 .,"Cao Hậu dụng sự biệt dị Hoa Di, do mệnh viết vô dữ Nam Việt kim thiết điền khí, mã, ngưu, dương, tức tử dư mẫu vô dư tẫn.","Cao Hậu lên coi việc nước lại phân biệt Hoa - Di, ra lệnh không cho Nam Việt những khí cụ làm ruộng bằng sắt và đồng; ngựa, trâu, dê nếu cho thì cũng chỉ cho con đực, không cho con cái."
老 夫 處 僻 馬 牛 羊 齒 已 長 .,"Lão phu xứ tịch, mã ngưu dương xỉ dĩ trưởng.","Lão phu ở đất hẻo lánh, ngựa, trâu, dê đã già."
自 已 祭 祀 不 脩 有 死 罪 遣 内 史 潘 中 尉 髙 御 史 平 凣 三 董 上 書 謝 過 皆 不 反 .,"Tự dĩ tế tự bất tu hữu tử tội, khiển nội sử Phan, Trung uý Cao, ngự sử Bình, phàm tam đổng thượng thư tạ quá, giai bất phản.","Tự nghĩ nếu không sắm lễ vật cúng tế, thì tội thực đáng chết, mới sai nội sử Phan, trung uý Cao, ngự sử Bình, ba bọn dâng thư tạ lỗi, nhưng đều không thấy trở về."
又 風 聞 老 夫 父 母 墳 暮 已 壞 削 兄 弟 宗 已 誅 泯 故 吏 相 議 曰 今 内 不 得 振 於 漢 外 無 以 自 髙 異 於 吳 .,"Hựu phong văn, lão phu phụ mẫu phần mộ dĩ hoại tước, huynh đệ tông đột dĩ tru, dẫn cố lại tương nghị viết: 'Kim nội bất đắc chấn ư Hán, ngoại vô dĩ tự cao dị ư Ngô'.","Lại nghe đồn rằng, phần mộ của cha mẹ lão phu bị đập phá, anh em họ hàng đều bị giết. Vì vậy, bọn lại bàn nhau rằng: 'Nay bên trong không được phấn chấn với nhà Hán, bên ngoài không lấy gì để tự cao khác với nước Ngô'."
故 更 號 爲 帝 自 帝 其 國 非 敢 有 害 於 天 下 .,"Cố cánh hiệu vi đế, tự đế kì quốc, phi cảm hữu hại ư thiên hạ.","Vì vậy mới đổi xưng hiệu là đế, để tự làm đế nước mình, không dám làm điều gì hại đến thiên hạ."
髙 皇 后 聞 之 大 怒 削 去 南 越 之 籍 使 使 不 通 .,"Cao Hoàng Hậu văn chi đại nộ, tước khứ Nam Việt chi tịch, sử sứ bất thông.","Cao Hoàng Hậu nghe tin cả giận, tước bỏ sổ sách của Nam Việt, khiến cho việc sai người đi sứ không thông."
老 夫 竊 疑 長 沙 王 讒 .,Lão phu thiết nghi Trường Sa Vương sàm.,Lão phu trộm ngờ là vì Trường Sa Vương gièm.
譖 故 兵 以 伐 其 邊 .,"Tiếm, cố phát binh dĩ phạt kì biên.","Pha, cho nên mới đem quân đến đánh biên giới."
老 夫 處 越 四 十 九 年 于 今 抱 孫 焉 然 夙 興 夜 寝 不 安 席 食 不 甘 味 目 不 視 靡 蔓 之 色 耳 不 聽 鍾 皷 之 音 者 以 不 得 事 漢 也 .,"Lão phu xứ Việt tứ thập cửu niên, vu kim bão tôn, yên nhiên túc hưng dạ mị, tẩm bất an tịch, thực bất cam vị, mục bất thị mĩ mạn chi sắc, nhĩ bất thính chung cổ chi âm giả, dĩ bất đắc sự Hán dã.","Lão phu ở đất Việt bốn mươi chín năm, đến nay đã ẵm cháu rồi, những vẫn phải dậy sớm, ngủ muộn, nằm không yên chiếu, ăn không biết ngon, mắt không trông sắc đẹp, tai không nghe tiếng chuông trống, chỉ vì không được làm tôi nhà Hán mà thôi."
今 陛 下 幸 哀 憐 復 故 號 通 使 如 故 老 夫 死 骨 不 抒 .,"Kim Bệ hạ hạnh ai, lân phục cố hiệu, thông sứ như cố, lão phu tử cốt bất trữ.","Nay may được bệ hạ có lòng thương đến, được khôi phục hiệu cũ, cho thông sứ như trước, lão phu dù chết xương cũng không nát."
改 號 不 敢 爲 帝 矣 .,Cải hiệu bất cảm vi đế hĩ.,"Vậy xin đổi tước hiệu, không dám xưng đế nữa."
謹 因 使 使 者 献 白 壁 之 雙 翠 羽 千 尾 犀 角 十 座 紫 貝 五 百 桂 壼 一 器 生 翠 四 十 雙 孔 雀 二 雙 .,"Cẩn nhân sử sứ giả hiến bạch bích chi song, thuý vũ thiên vĩ, tê giác thập toạ, tử bối ngũ bách, quế hồ nhất khí, sinh thuý tứ thập song, khổng tước nhị song.","Kính cẩn sai sứ giả dâng một đôi ngọc bích trắng, một.không bộ lông chim trả, mười sừng tê, năm trăm  vỏ ốc màu tía, một giỏ cà cuống, bốn mươi  đôi chim trả sống, hai đôi chim công."
昧 死 再 拜 以 聞 皇 帝 陛 下 .,Muội tử tái bái dĩ văn Hoàng đế bệ hạ.,"Mạo muội liều chết, hai lạy dâng lên hoàng đế bệ hạ."
陸 賈 得 書 還 報 漢 帝 大 悅 .,"Lục Giả đắc thư hoàn báo, Hán đế đại duyệt.","Lục Giả đem thư ấy về báo, vua Hán rất mừng."
自 是 南 北 交 好 弭 兵 民 得 休 息 矣 .,"Tự thị Nam Bắc giao hảo nhĩ binh, dân đắc hưu tức hĩ.","Từ đấy Nam Bắc giao hảo, thôi việc binh đao, dân được yên nghỉ."
癸 亥 三 十 年 漢 文 帝 二 年 .,"Quý Hợi, tam thập niên, [Hán Văn Đế nhị niên].","Quý Hợi, năm thứ ba mươi  , (Hán Văn Đế năm thứ hai)."
冬 十 月 晦 日 食 .,"Đông, thập nguyệt, hối, nhật thực.","Mùa đông, tháng mười, ngày ba mươi , nhật thực."
甲 子 三 十 一 年 漢 文 帝 三 年 .,"Giáp Tí, tam thập nhất niên, [Hán Văn Đế tam niên].","Giáp Tý, năm thứ ba mươi một , (Hán Văn Đế năm thứ ba)."
冬 十 月 晦 日 食 十 一 月 晦 日 飠 .,"Đông, thập nguyệt hối, nhật thực Thập nhất nguyệt, hối, nhật thực.","Mùa đông, tháng mười, ngày ba mươi  nhật thực. Tháng mười một, ngày ba mươi , nhật thực."
辛 巳 四 十 八 年 漢 文 帝 復 元 四 年 .,"Tân Tị, tứ thập bát niên, [Hán Văn Đế phục Nguyên tứ niên].","Tân Tỵ, năm thứ bốn mươi tám , (Hán Văn Đế Hậu Nguyên, năm thứ bốn)."
复 四 月 晦 日 食 .,"Hạ, tứ nguyệt, hối, nhật thực.","Mùa hạ, tháng bốn, ngày ba mươi , nhật thực."
甲 申 五 十 一 年 漢 文 帝 七 年 .,"Giáp Thân, ngũ thập nhất niên, [Hán Văn Đế thất niên].","Giáp Thân, năm thứ năm mươi một , (Hán Văn Đế năm thứ bảy)."
复 六 月 漢 帝 崩 詔 短 䘮 .,"Hạ, lục nguyệt Hán đế băng, chiếu đoản tang.","Mùa hạ, tháng sáu, vua Hán băng, có chiếu dặn để tang ngắn."
秋 九 月 有 星 孛 于 西 方 .,"Thu, cửu nguyệt, hữu tinh bột vu tây phương.","Mùa thu, tháng chín, sao Chổi mọc ở phương tây."
乙 酉 五 十 二 年 漢 景 帝 故 元 年 .,"Ất Dậu, ngũ thập nhị niên, [Hán Cảnh Đế cố nguyên niên].","Ất Dậu, năm thứ năm mươi hai , (Hán Cảnh Đế Khải, năm thứ một)."
漢 詔 令 郡 國 立 太 宗 .,Hán chiếu lệnh quận quốc lập Thái Tông miếu.,Nhà Hán chiếu sai các quận quốc dựng miếu Thái Tông.
丙 戌 五 十 三 年 漢 景 帝 二 年 .,"Bính Tuất, ngũ thập tam niên, [Hán Cảnh Đế nhị niên].","Bính Tuất, năm thứ năm mươi ba , (Hán Cảnh Đế năm thứ hai)."
冬 十 一 月 有 星 孛 于 西 方 .,"Đông, thập nhất nguyệt, hữu tinh bột vu Tây phương.","Mùa đông, tháng mười một, có sao Chổi mọc ở phương tây."
丁 亥 五 十 四 年 漢 景 帝 三 年 .,"Đinh Hợi, ngũ thập tứ niên, [Hán Cảnh Đế tam niên].","Đinh Hợi, năm thứ năm mươi bốn , (Hán Cảnh Đế năm thứ ba)."
春 正 月 長 星 出 西 方 .,"Xuân, chính nguyệt, trường tinh xuất Tây phương.","Mùa xuân, tháng giêng, có sao Chổi đuôi dài mọc ở phương tây."
是 月 晦 日 食 .,"Thị nguyệt, hối, nhật thực.","Tháng ấy, ngày ba mươi , có nhật thực."
戊 子 五 十 五 年 漢 景 帝 四 年 .,"Mậu Tí, ngũ thập ngũ niên, [Hán Cảnh Đế tứ niên].","Mậu Tý, năm thứ năm mươi năm , (Hán Cảnh Đế năm thứ bốn)."
冬 十 月 晦 日 食 .,"Đông, thập nguyệt, hối, nhật thực.","Mùa đông, tháng mười, ngày ba mươi , nhật thực."
癸 巳 六 十 年 漢 景 帝 复 中 元 二 年 .,"Quý Tị, lục thập niên, [Hán Cảnh Đế  Hạ, Trung Nguyên nhị niên].","Quý Tỵ, năm thứ sáu mươi  , (Hán Cảnh Đế Trung Nguyên năm thứ hai)."
四 月 有 星 孛 于 西 北 .,"tứ nguyệt, hữu tinh bột vu tây bắc.","Mùa hạ, tháng bốn, có sao Chổi mọc ở phía tây bắc."
秋 九 月 晦 日 食 .,"Thu, cửu nguyệt, hối, nhật thực.","Mùa thu, tháng chín, ngày ba mươi , có nhật thực."
甲 午 六 十 一 年 漢 景 帝 三 年 .,"Giáp Ngọ, lục thập nhất niên, [Hán Cảnh Đế tam niên].","Giáp Ngọ, năm thứ sáu mươi một , (Hán Cảnh Đế năm thứ ba)."
秋 九 月 有 星 孛 于 西 北 .,"Thu, cửu nguyệt, hữu tinh bột vu Tây Bắc.","Mùa thu, tháng chín, có sao Chổi mọc ở phía tây bắc."
是 月 晦 日 食 .,"Thị nguyệt, hối, nhật thực.","Tháng ấy, ngày ba mươi , nhật thực."
乙 未 六 十 二 年 漢 景 帝 四 年 .,"Ất Mùi, lục thập nhị niên, [Hán Cảnh Đế tứ niên].","Ất Mùi, năm thứ sáu mươi hai , (Hán Cảnh Đế năm thứ bốn)."
冬 十 月 晦 日 食 .,"Đông, thập nguyệt, hối, nhật thực.","Mùa đông, tháng mười, ngày ba mươi , nhật thực."
丁 酉 六 十 四 年 漢 景 帝 六 年 .,"Đinh Dậu, lục thập tứ niên, [Hán Cảnh Đế lục niên].","Đinh Dậu, năm thứ sáu mươi bốn , (Hán Cảnh Đế năm thứ sáu)."
秋 七 月 晦 日 食 時 帝 凣 遣 使 如 漢 則 稱 王 朝 請 以 比 諸 侯 於 國 内 則 從 故 號 .,"Thu, thất nguyệt, hối, nhật thực Thời Đế phàm khiển sứ như Hán tắc xưng Vương, triều thỉnh dĩ bỉ chư hầu, ư quốc nội tắc tòng cố hiệu.","Mùa thu, tháng bảy, ngày ba mươi , nhật thực. Bấy giờ vua sai sứ sang nhà Hán thì xưng là vương, giữ lễ triều yết cũng như các nước chư hầu, ở trong nước thì theo hiệu cũ [đế]."
戊 戌 六 十 五 年 漢 景 帝 復 元 年 .,"Mậu Tuất, lục thập ngũ niên, [Hán Cảnh Đế phục nguyên niên].","Mậu Tuất, năm thứ sáu mươi năm , (Hán Cảnh Đế Hậu Nguyên, năm thứ một)."
秋 七 月 晦 日 食 .,"Thu, thất nguyệt, hối, nhật thực.","Mùa thu, tháng bảy, ngày ba mươi , nhật thực."
庚 子 六 十 七 年 漢 景 帝 三 年 .,"Canh Tí, lục thập thất niên [Hán Cảnh Đế tam niên].","Canh Tý, năm thứ sáu mươi bảy , (Hán Cảnh Đế [Hậu Nguyên] năm thứ ba)."
冬 十 月 日 月 皆 赤 .,"Đông, thập nguyệt, nhật nguyệt giai xích.","Mùa đông, tháng mười, mặt trời, mặt trăng đều sắc đỏ."
十 二 月 日 如 紫 五 星 逆 行 守 太 微 月 貫 天 庭 中 天 庭 即 龍 星 右 角 太 微 宫 垣 十 星 在 翌 軫 之 地 天 子 之 宫 五 帝 之 座 .,"Thập nhị nguyệt, nhật như tử, ngũ tinh nghịch hành, thủ Thái Vi, nguyệt quán Thiên Đình trung, [Thiên Đình tức Long Tinh hữu giác Thái Vi cung viên thập tinh, tại Dực Chẩn chi địa; Thiên tử chi cung, Ngũ Đế chi toạ].","Tháng mười hai, sắc mặt trời đỏ tía, năm sao đi ngược chiều ôm lấy chòm sao Thái Vi; mặt trăng đi xuyên vào Thiên Đình (Thiên Đình tức là mười ngôi sao cung viên Thái Vi ở góc hữu sao Long Tinh, ở khoảng sao Dực sao Chẩn; ấy là cung của thiên tử; toà của ngũ đế)."
春 正 月 漢 帝 崩 .,"Xuân, chính nguyệt, Hán đế băng.","Mùa xuân, tháng giêng, vua Hán băng."
壬 寅 六 十 九 年 漢 武 帝 徹 春 正 月 晦 日 食 .,"Nhâm Dần, lục thập cửu niên, [Hán Vũ Đế Triệt, Xuân, chính nguyệt, hối, nhật thực.","Nhâm Dần, năm thứ sáu mươi chín , (Hán Vũ Đế Triệt, Kiến Nguyên năm thứ hai). Mùa xuân, tháng giêng, ngày ba mươi , nhật thực."
廈 四 月 有 星 如 日 夜 出 建 癸 卯 七 十 年 漢 建 元 秋 三 年 .,"Hạ, tứ nguyệt, hữu tinh như nhật dạ xuất. Kiến Quý Mão, thất thập niên [Hán Kiến Nguyên Thu, tam niên].","Mùa hạ, tháng bốn, có sao to bằng mặt trời mọc ban đêm. Quý Mão, năm thứ bảy mươi  , (Hán Kiến Nguyên năm thứ ba)."
七 月 有 星 孛 于 西 北 .,"Thất nguyệt, hữu tinh bột vu Tây Bắc.","Mùa thu, tháng bảy, sao Chổi mọc ở phía tây bắc."
九 月 晦 日 食 .,"Cửu nguyệt, hối, nhật thực.","Tháng chín, ngày ba mươi , nhật thực."
甲 辰 七 十 一 年 漢 建 元 四 年 .,"Giáp Thìn, thất thập nhất niên [Hán Kiến Nguyên tứ niên].","Giáp Thìn, năm thứ bảy mươi một , (Hán Kiến Nguyên, năm thứ bốn)."
帝 崩 謚 曰 武 帝 .,"Đế băng, thuỵ viết Vũ Đế.","Vua băng, thuỵ là Vũ Đế."
孫 胡 立 .,Tôn Hồ lập.,Cháu là Hồ lên nối ngôi.
後 陳 .,Hậu Trần.,"Về sau, nhà Trần."
朝 封 帝 爲 開 天 体 道 聖 武 神 哲 皇 帝 .,Triều phong Đế vi Khai Thiên Thể Đạo Thánh Vũ Thần Triết Hoàng Đế.,phong là Khai Thiên Thể Đạo Thánh Vũ Thần Triết Hoàng Đế).
黎 文 休 曰 遼 東 微 箕 子 不 成 衣 冠 之 俗 吳 會 非 泰 伯 不 躋 王 覇 之 強 .,"Lê Văn Hưu viết: Liêu Đông vi Cơ Tử bất năng thành y quan chi tục, Ngô Cối phi Thái Bá bất năng tê vương bá chi cường.","Lê Văn Hưu nói: Đất Liêu Đông không có Cơ Tử thì không thành phong tục mặc áo đội mũ [như Trung Hoa], đất Ngô Cối không có Thái Bá thì không thể lên cái mạnh của bá vương."
大 舜 東 夷 人 也 爲 五 帝 之 英 主 .,"Đại Thuấn Đông Di nhân dã, vi Ngũ Đế chi anh chủ.",Đại Thuấn là người Đông Di nhưng là bậc vua giỏi trong Ngũ Đế.
文 王 西 夷 人 也 爲 三 代 之 賢 君 .,"Văn Vương Tây Di nhân dã, vi Tam Đại chi hiền quân.",Văn Vương là người Tây Di mà là bậc vua hiền trong Tam Đại.
