cn,sv,vi
"珠 玉 騰 輝 琉 璃 換 彩
天 中 映 月 海 上 明 星","Châu ngọc đăng huy, lưu ly hoán thái;
Thiên trung hạo nguyệt, bích hải minh tinh.","Châu ngọc trưng mẫu, lưu ly rạng vẻ;
Trời cao trăng sáng, biển biếc sao ngời."
"豹 雙 其 文 虎 罴 其 質
千 狐 之 腋 五 羊 之 皮","Báo biến kỳ văn, hổ bính kỳ chất;
Thiên hồ chỉ dịch, ngũ dương chi bì.","Báo đổi văn đốm, hổ tổ chất đẹp;
Nghìn cáo để lông, năm dê để da."
"暑 去 寒 來 此 角 有 暖
裘 輕 緯 細 表 里 適 宜","Thử khứ hàn lai, thử sương hữu noãn;
Cửu khinh cát tế, biểu lý thích nghi.","Nóng qua lạnh đến, hòm này ấm áp;
Áo nhẹ chỉ tinh, trong ngoài vừa ý."
"皓 月 無 光 得 此 偏 明 明 赫 赫
夜 行 以 燭 同 君 共 雨 雨 風 風","Hạo nguyệt vô quang, đắc thử thiên minh minh hách hách;
Dạ hành dĩ chúc, đồng quân cộng vũ vũ phong phong.","Trăng sáng không tới, nhưng đây cứ sáng sáng sủa sủa;
Đêm đi không đuốc, vẫn cùng bác gió gió mưa mưa."
"巧 使 神 機 撫 妙 手
辟 開 鬼 谷 出 烏 金","Xảo sử thần cơ, hiến diệu thủ;
Phách khai quỷ cốc, xuất ô kim.","Khéo khiến máy thần, hiến tay giỏi;
Mở mang hang quỷ, lấy vàng đen."
"祖 國 富 饒 油 海 礦 山 推 西 北
江 山 秀 麗 水 鄉 泽 國 達 東 南","Tổ quốc phú nhiêu, du hải khoáng sơn thối tây bắc;
Giang sơn tú lệ, thuỷ hương trạch quốc biên đông nam.","Tổ quốc giàu thêm, biển dầu núi quặng khắp tây bắc;
Non sông tươi đẹp, làng no nước mạnh suốt đông nam."
"上 老 老 到 民 興 孝
故 親 親 而 天 下 平","Thượng lão lão tắc dân hưng hiếu;
Cố thân thân nhi thiên hạ bình.","Trên đã kính già tất dân đều tốt;
Xưa yêu cha mẹ thì nước yên bình."
"聖 地 盡 鍾 清 秀 氣
方 民 全 仗 烈 光 休","Thánh địa tận chung thanh tú khí;
Phương dân toàn trượng liệt quang lưu.","Đất thánh đều vui khí đẹp thanh;
Dân đây toàn dựa phúc sáng liệt."
"靈 鳥 來 時 橫 海 鯨 波 千 島 靜
慈 雲 遇 處 兼 天 鱷 浪 一 蓮 平","Linh điểu lai thời, hoành hải kình ba thiên đảo tĩnh;
Từ vân quá xứ, kiêm thiên ngạc lãng nhất bồng bình.","Thời chim thiêng đến, ngang biển sóng kình nghìn đảo tĩnh;
Chỗ mây lành qua, đầy trời sóng dư một đảo bình."
"英 風 逺 居 江 天 外
坤 德 長 重 泽 國 中","Anh phong viễn giời giang thiên ngoại;
Khôn đức trường thuỷ trạch quốc trung.","Anh linh như dòng sông dài tận ngoài trời;
Đức khôn (nữ) như đầm nước còn mãi trong nước."
"三 光 揚 耀 天 生 德
兩 大 鐘 岳 英 降 神","Tam quang dương diệu thiên sinh đức;
Lượng đại chung anh nhạc giáng thần.","Tam quang lồng lộng trời sinh đức;
Lượng đại đức hun núi có thần."
"擎 天 仰立 文 明 界
得 地 高 標 武 廟 間","Kính thiên ngưỡng lập văn minh giới;
Đắc địa cao tiêu Vũ miếu gian.","Chống trời với văn minh độc lập;
Được đất cùng Vũ miếu nêu cao."
"唱 道 古 三 路 之 分 勝 地 奇 觀 花 表 千 年 留 滿 格
南 天 七 二 稽 之 一 流 雄 靈 蹟 蹟 封 居 代 影 龍 仙","Hát giang cố tam lộ chi phân, thắng địa, kỳ quan, hoa biểu thiên niên lưu Hồng Lạc.
Nam thiên thất nhị tú chi nhất, lưu hùng linh tích, bao phong lịch đại ảnh Long Tiên.","Cảnh là ba nhánh xưa sông Hát, đất đẹp kỳ quan, cột biểu ngàn năm lưu Hồng Lạc
Đền là bảy hai đến cú trời Nam, hào hùng linh tích, phong khen tiếp nối ảnh Rồng Tiên."
"月 照 桂 宮 天 不 夜
雲 開 蓮 座 地 無 塵","Nguyệt chiếu quế cung thiên bất dạ;
Vân khai liên toạ địa vô trần.","Trăng soi cung quế, trời không có đêm;
Mây che toà sen, đất không có bụi."
"太 水 千 秋 瞻 仰 佛
普 靈 萬 世 度 持 民","Thái Thuỷ thiên thu chiêm ngưỡng Phật;
Phổ Linh vạn thế độ trì dân.","Dân Thái Thuỷ nghìn năm nay chiêm ngưỡng Phật;
Chùa Phổ Linh muôn đời qua độ trì cho dân."
"修 家 修 市 修 禪 滿
正 言 正 業 正 慮 維","Tu gia tu thị tu Thiền Phật;
Chính ngôn chính nghiệp chính tư duy.","Tu nhà tu chợ tu Thiền Phật;
Chính lời chính nghiệp chính nghĩ suy."
"聖 德 最 靈 保 存 國 粹
佛 慈 廣 大 濟 度 民 生","Thánh đức tối linh, bảo tồn quốc tuý;
Phật từ quảng đại, tế độ dân sinh.","Đức Thánh rất linh, giữ gìn quốc tuý;
Lòng Phật quảng đại, giúp độ dân sinh."
"龍 符 輝 門 增 鼎 盛
醫 扶 禪 宇 永 昌 隆","Long phù Huy môn tăng đỉnh thịnh;
Khuông phù Thiền vũ vĩnh xương long.","Bùa rồng cửa Huy thêm tiến thịnh;
Giúp cho thêm Phật mãi phồn hưng."
"西 北 龍 來 四 故 祖
東 南 水 變 到 前 堂","Tây Bắc long lai hồi cố tổ;
Đông Nam thuỷ nhiễu đáo tiền đường.","Có Tổ về kia rồng Tây Bắc;
Nhà thờ trước nọ nước Đông Nam."
"龍 水 鯉 魚 親 拜 向
虎 山 鸞 鳥 逺 回 頭","Long thuỷ Lý ngư thân bái hướng;
Hổ sơn tích điểu viễn hồi đầu.","Cá chép tự đến lạy ở Long thuỷ;
Chim tích từ xa quay đầu tại Hổ sơn."
"遺 跡 陳 名 傳 自 古
留 來 安 所 願 于 今","Di tích Trần Danh truyền tự cổ;
Lưu lai Yên Sở hiển vu kim.","Tự cổ Trần Danh truyền di tích;
Ngày nay Yên Sở tổ lâu đài."
"問 來 已 事 須 爲 史
細 訒 如 圖 欲 命 詩","Vấn lai dĩ sự tu vi sử;
Tế nhận như đồ dục mệnh thi.","Hỏi ra việc cũ nên là sử;
Nghĩ kỹ cảnh nay phải có thơ."
"登 是 南 邦 天 地 仝 勳 功 關 宅
秦 維 西 土 江 山 閭 世 想 皇 風","Đăng thị Nam bang thiên địa tính công quan đế trạch;
Quyền duy Tây thổ giang sơn duyệt thế tưởng hoàng phong.","Trời đất cõi Nam đây thực vốn công nhà vua cả;
Núi sông tây giới nghĩ duy kế thể đức tiên hoàng."
"鴻絡故基存累障層巒羣水合
帝王靈氣在號風怒雨一峯高","Hồng Lạc cố cơ tồn, lũy chướng tằng loan quần thủy hợp;
Đế Vương linh khí tại, hiệu phong nộ vũ nhất phong cao.","Nền cũ Hồng Lạc còn, đồi che bến chở sông nước hợp;
Khí thiêng vua chúa tại, mưa gào gió thét một non cao."
"懸 萬 萬 古 同 天 火
香 火 侍 年 仰 聖 明","Huân cao vạn cổ đồng thiên đại;
Hương hoả úc niên ngưỡng thánh minh.","Phụng thờ muôn thuở ngang trời rộng;
Hương lửa ngàn năm ngưỡng thánh minh."
"蔥蔥鬱鬱中有陵焉寢焉龍父仙母之精靈啟佑後人往缺
古古今今見此山也水也聖祖神宗之創造於戲前王不忘","Thông thông uất uất, trung hữu lăng yên tẩm yên, long phụ tiên mẫu chi tinh linh, khởi hựu hậu nhân võng khuyết;
Cổ cổ kim kim, kiến thử sơn dã thuỷ dã, thánh tổ thần tông chi sáng tạo, ư hý tiền vương bất vong.","Xanh xanh rậm rậm, trong có này lăng này tẩm, giống giống thiêng cha rồng mẹ tiên, phù hộ người sau không thiếu;
Cổ cố nay nay, thấy đó kìa non kìa nước, sáng tạo nhờ thần tông thánh tổ, vui thay vua xưa vẫn còn."
"四千年鴻雒山河相傳祖國
二十兆仙龍苗裔共仰英靈","Tứ thiên niên Hồng Lạc sơn hà, tương truyện tổ quốc;
Nhị thập triệu Tiên Long miếu duệ, cộng ngưỡng anh linh.","Bốn nghìn năm non nước Lạc Hồng, giữ bền đất tổ;
Hai mươi triệu cháu con Tiên Rồng, chung hưởng anh linh."
"四千餘年國歷幾桑滄全幅此山河肇祖前功來世遠
二十五兆民誰非苗裔故都望陵廟興朝旺氣凜如生","Tứ thiên dư niên quốc lịch kỷ tang thương, toàn bức thử sơn hà, triệu tổ tiền công lai thế viễn;
Nhị thập ngũ triệu dân thùy phi miêu duệ, cố đô vọng lăng miếu, hưng triêu vượng khí lẫm như sinh.","Hơn bốn nghìn năm đất nước mấy tang thương, toàn cõi non sông này, ấy công tổ tiên xưa để lại;
Hai mươi lăm triệu dân ai chẳng cháu chắt, đó xưa trông lăng miếu, vượng triều khí thịnh vẫn như xưa."
"裔裔皇皇配天其澤帝而祖
蔥蔥鬱鬱得地之靈山亦雄","Duệ duệ hoàng hoàng, phối thiên kỳ trạch, đế nhi Tổ;
Thông thông uất uất, đắc địa chi linh, sơn diệc Hùng.","Lớn lớn đời đời, được ơn trời giúp, vua là Tổ;
Xanh xanh rậm rậm, được linh đất cho, núi ấy Hùng."
"隨 祖 國 精 神 一 十 八 傳 根 本 地
考 古 都 名 勝 榮 千 百 載 帝 王 陵","Duy Tổ quốc tinh thần, nhất thập bát truyền căn bản địa;
Khảo Cổ đô danh thắng, kỷ thiên bách tài để vương lăng.","Với tinh thần Tổ quốc, mười tám đời truyền đất căn bản;
Tìm danh thắng Cổ đô, mấy nghìn năm lẻ lăng để vương."
"拓水開基四顧山河歸版籍
登高望遠群峰羅列似兒孫","Thác thuỷ khai cơ, tứ cố sơn hà quy bản tịch;
Đăng cao vọng viễn, quần phong la liệt tự nhi tôn.","Mở lối xây nền, bốn mặt non sông về một mối;
Lên cao ngó khắp, núi đồi la liệt tựa cháu con."
"登 者 保 退 思 萬 古 江 山 綿 造 始
佳 哉 猷 旺 氣 千 秋 城 邦 慈 慈 間","Đăng giả hệ hà tư, vạn cổ giang sơn đề tạo thuỷ;
Giai tai do vượng khí, thiên thu thành quách uất thông gian.","Lên cao nghĩ thực xa, tạo dựng non sông đầu muôn thuở;
Đẹp thay đời vẫn vượng, rừng xanh thành quách giữa ngàn thu."
"帝 封 作 邦 最 好 中 間 風 水
民 今 受 盟 恩 古 上 古 聖 神","Đế phong tác bang, tối hảo trung gian phong thuỷ;
Dân kim thụ tú, cái tự thượng cổ thánh thần.","Vua phong thành bang, tốt nhất trung gian địa mạch;
Dân nay được hưởng, sớm tự thượng cổ thánh thần."
"皇 家 演 出 龍 仙 派
帝 國 端 門 姊 妹 花","Hoàng gia diễn xuất long tiên phái;
Đế quốc đoan môn tỷ muội hoa.","Rồng tiên giống giỏi nơi nhà chúa;
Chị em hệ chính của nước vua."
"雄 朝 陵 致 皇 都 在
南 國 神 仙 帝 女 尊","Hùng triều lăng tẩm hoàng đô tại;
Nam quốc thần tiên đế nữ tôn.","Lăng tẩm Triều Hùng đó vua cũ;
Thần tiên Nam Việt nữ chúa giòng."
"安養處卓錫依此道以傳法雨祥雲隨自在
慈孝自開山得其門而入佛恩國澤共圓融","An Dưỡng am trác tích, y thử đạo dĩ truyền, pháp vũ tường vân tuỳ tự tại;
Từ Hiếu tự khai sơn, đắc kỳ môn nhi nhập, Phật ân quốc trạch cộng viên dung.","Dựng am An Dưỡng làm nơi ở, dựa vào đó để mà truyền đạo, mưa pháp mây lành tụ tại với nhân duyên;
Xây chùa Từ Hiếu nhờ mộ núi, được nơi đó để vào cửa Phật, ơn nước ơn Phật đều trọn vẹn cả hai."
"道心堅石學海深源亞雨歐風不動掌上禪宗手
御嶺悲雲香江逝水淄衣素服永懷西邊月影南","Đạo tâm kiên thạch, học hải thâm nguyên, Á vũ Âu phong bất động chưởng thượng Thiền tông thủ;
Ngự lĩnh bi vân, Hương Giang thệ thuỷ, truy y tố phục vĩnh hoài tây biên nguyệt ảnh nam.","Tâm đạo vững như đá, bể học như nguồn sâu, mưa Á gió Âu không thể chuyển được tấm lòng bậc kỳ tài trong Thiền giới;
Núi Ngự mây buồn giăng, Hương Giang nước chảy mãi, muôn đời con cháu nhỏ mãi vầng trăng sáng trời Nam."
"竹 月 印 禪 心 野 色 天 光 參 妙 相
林 風 宜 覺 道 澗 松 和 調 和 圓 音","Trúc nguyệt ấn thiền tâm, dã sắc thiên quang tham diệu tướng;
Lâm phong nghi giác đạo, khe thanh tùng vận hoà viên âm.","Trúc nguyệt tin tâm thiền, sắc trời đồng nội tham diệu tướng;
Gió rừng hợp đạo giác, tung reo suối chảy hoà viên âm."
"古寺出雲山有意人來敲石磬
禪居臨水畔忘機龍到聽金經","Cổ tự xuất vân sơn, hữu ý nhân lai xao thạch khánh;
Thiền cư lâm thuỷ bạn, vong cơ long đáo thính kim kinh.","Cổ tự lộ vấn sơn, người hữu ý đến khua khánh đá;
Chốn thiền soi bến nước, rồng quên lo men tới nghe kinh."
"禪心明淨三界普慈悲從香國中來震旦經聲傳佛法
梵舍莊嚴十方歸濟渡素景興而後天台山色盎神京","Thiền tâm minh tịnh, tam giới phổ từ bi, tòng Hương Quốc trung lai Chấn Đán kinh thanh truyện Phật pháp;
Phạm xá trang nghiêm, thập phương quy tế độ, tố Cảnh Hưng nhi hậu Thiên Đài sơn sắc áng thần kinh.","Thiền tâm lặng sáng, ba cõi trải từ bi, từ Ấn Độ tới Trung Hoa tiếng kinh truyền phép Phật;
Phạm xá trang nghiêm, mười phương được cứu vớt, từ Cảnh Hưng đến Thiên Thai sắc núi trùm kinh đế."
"前前無始後後無終金性本來如是
生生不增滅滅不減真如萬古常新","Tiền tiền vô thuỷ, hậu hậu vô chung, kim tính bản lai như thị;
Sinh sinh bất tăng, diệt diệt bất giảm, chân như vạn cổ thường tân.","Trước trước chẳng bắt đầu, sau sau chẳng kết thúc. Tính Phật vốn xuất phát từ đây
Sinh sinh chớ tăng, diệt diệt chớ giảm. Chân như vạn cổ vẫn như thường."
"法 雨 弘 施 萬 木 昆 蟲 法 利 益
身 雲 遍 滿 虛 空 世 界 放 光 明","Pháp vũ hoằng thi, vạn mộc côn trùng triêm lợi ích;
Thân vân biến mãn, hư không thế giới phóng quang minh.","Mưa phép thấm đều, vạn mộc côn trùng đều hưởng lợi;
Phật thân biến hoá, hư không thế giới sáng muôn màu."
"巽水長波涉換支絃無盡水
乾山高清眼光遊戲萬重山","Tốn thuỷ trưởng ba, thiệp hoán chi huyền vô tận thuỷ;
Càn sơn cao thanh, nhãn quang du hý vạn trùng sơn.","Sóng nước toả lan như dây đàn rung vô tận;
Âm thanh vượt núi khiến mắt sáng phóng nghìn trùng."
"滿 地 花 香 開 佛 國
半 天 鐘 磬 入 祇 園","Mãn địa hoa hương khai Phật quốc;
Bán thiên chung khánh nhập Kỳ viên.","Mở nước Phật hương hoa tràn đất;
Vào vườn Thiền chuông khánh lừng trời."
"香 江 其 北 御 領 其 南 千 萬 世 慈 風 傳 寺 古
景 興 以 前 永 盛 以 後 數 百 年 梵 宇 壯 于 今","Hương Giang kỳ bắc, Ngự lĩnh kỳ nam, thiên vạn thế từ phong truyền tự cổ;
Cảnh Hưng dĩ tiền, Vĩnh Thịnh dĩ hậu, sổ bách niên phạm vũ tráng vu kim.","Hương Giang phía Bắc, Núi Ngự phía Nam, ngàn vạn đời gió từ từ bi lồng cổ tự;
Cảnh Hưng thời trước Vĩnh Thịnh về sau mấy trăm năm phạm vũ vẫn còn tráng lệ."
"救 苦 掃 葉 楊 柳 枝 頭 灑 甘 露 而 十 方 瀉 潤
化 身 隨 類 美 葉 而 上 放 慈 光 而 群 品 陰 侵","Cứu khổ tằm thanh, dương liễu chi đầu, sái cam lồ nhị thập phương mông nhuận;
Hoá thân tuỳ loại, phú cừ điển thường, phóng từ quang nhị quán phẩm chiêm y.","Tầm thanh cứu khổ, rưới cam lồ lên cành dương liễu, khiến mười phương được thấm ơn sâu;
Tuỳ loại hoá thân, phóng từ quang trên mặt phù cừ, để mọi nơi được cúng chiêm ngưỡng."
"色即是空空即是色須信性中無罣礙
佛不離心心不離佛誰三身外有菩提","Sắc tức thị không, không tức thị sắc, tu tín tính Trung vô quái ngại;
Phật bất ly tâm, tâm bất ly Phật, thùy tam thân ngoại hữu bồ đề.","Sắc tức là không, không tức là sắc, trong tín tính tu không trở ngại;
Phật không lìa tâm, tâm không lìa Phật, ngoài tam thân ai cũng có bồ đề."
"長 樂 揚 麻 十 二 樓 臺 新 禮 勢
蘭 階 集 客 奇 花 妙 草 釆 和 風","Trường lạc dương hưu thập nhị lâu đài tân thế thế;
Lan giai tập khách kỳ hoa diệu thảo sướng hoà phong.","Vui bất tuyệt trong chốn mười hai lầu đài xây kiểu mới;
Thềm lan tụ hội, hoa thơm cỏ lạ hoà đón gió xuân."
"沈 潛 百 八 鐘 難 辨
梵 意 玄 微 世 莫 通","Trầm tiềm bách bát chung nan biện;
Phạn ý huyền vi, thế mạc thông.","Trầm lẻ tám tiếng chuông sao phân biệt được;
Đạo Phật huyền vi, cõi tục thấu được chăng."
"陽 輝 環 宇 被
照 普 世 人 情","Dương huy hoàn vũ bỉ;
Chiếu phổ thế nhân tình.","Toàn cầu ánh dương sáng;
Chiếu đã khắp nhân gian."
"未 出 地 時 先 有 節
到 凌 雲 處 也 無 心","Vị xuất địa thời tiên hữu tiết;
Đáo lăng vân xứ dã vô tâm.","Khí tiết rồi khi chưa lên khỏi đất;
Cao tận mây lòng vẫn thẳng ngay."
"製 經 霜 雪 掃
不 改 歳 寒 心","Kỳ kinh sương tuyết thảo;
Bất cải tuế hàn tâm.","Trải qua bao sương tuyết;
Lòng vẫn chẳng đổi thay."
"四 面 戍 奇 観 風 景 別 開 宇 宙
億 年 鐘 旺 氣 江 山 長 護 庭 私","Tứ diện hiển kỳ quan phong cảnh biệt khai vũ trụ;
Ức niên chung vượng khí giang sơn trường hộ trì tư.","Bốn phía đều là kỳ quan, phong cảnh mở riêng trong trời đất;
Muôn năm đức hun khí lành, núi sông muôn thuở chở che."
"列 宿 分 龍 影
方 池 寫 鳳 文","Liệt túc phân long ảnh;
Phương trì tả phượng văn.","Sao trời bày rồng cuốn;
Ao vuông vẽ phụng bay."
"宇 宙 大 和 天 玉 白 衣 裳 此 會
京 師 首 善 地 擊 名 文 物 所 都","Vũ trụ thái hoà thiên, ngọc bạch y thường thử hội;
Kinh sư thủ thiện địa, thanh danh văn vật sở đô.","Trời vũ trụ thái hoà, lúc áo xiêm đua chen như ngày hội;
Kinh sư đất tốt lành, vang danh chốn văn vật bốn phương."
"御溝幾許新荷放
憑檻香聞滿座生","Ngự câu kỷ hứa tân hà phóng;
Bằng hạm hương văn mãn toạ sinh.","Dưới ngồi ngự vải bông sen nở sớm;
Trên hiên nhà tràn ngập mùi hương."
"色 是 空 空 是 色 色 空 色 色
佛 即 心 心 即 佛 佛 佛 心 心","Sắc thị không, không thị sắc, không không, sắc sắc;
Phật tức tâm, tâm tức Phật, Phật Phật tâm tâm.","Sắc là không, không là sắc, dầu không dầu sắc;
Phật tức tâm, tâm tức Phật, Phật chính là tâm."
"大人餘日協明中天照萬國
至聖困心若鏡在拓動八荒","Đại nhân dư nhật hiệp minh trung thiên chiếu vạn quốc;
Chí thánh khốn tâm nhược kính tại thác động bát hoang.","Đại nhân và mặt trời cùng nhau toả sáng cả bầu trời, chiếu soi cả vạn nước;
Bậc Thánh giữ lòng sáng như gương, để chiếu sáng mọi chỗ gần xa."
"基 礎 規 模 憑 墓 跡
闕 堂 再 造 更 修 新","Cơ chỉ quy mô bằng cựu tích;
Miếu đường tái tạo cảnh tu tân.","Cơ nghiệp mới quy mô trên nền di chỉ cũ;
Miếu đường xây dựng lại càng trở nên khang trang."
"水 照 山 朝 增 景 色
風 和 日 麗 竟 來 光","Thuỷ chiếu sơn triều tăng cảnh sắc;
Phong hoà nhật lệ tối vinh quang.","Nước soi, núi chiếu, cảnh sắc thêm đẹp đẽ;
Gió ôn hoà, mặt trời diễm lệ, ánh sáng thêm rực rỡ."
"五 德 居 尊 位
行 俠 事 天 心","Ngũ đức cư tôn vị;
Hành hiệp sự thiên tâm.","Năm đức nơi chí tôn;
Hành hiệp hợp lòng trời."
"天 以 五 行 為 世 用
帝 修 六 治 厚 人 生","Thiên di ngũ hành vi thế dụng;
Đế tu lục phủ hậu nhân sinh.","Trời lấy Ngũ hành để ứng vào việc đời;
Vua tu theo Lục phủ để giúp cho muôn dân."
"妙 営 被 群 生 多 稱 顕 德
浄 光 含 萬 象 好 繞 宗 風","Diệu Đế bị quần sinh đa xưng thạc đức;
Tịnh Quang hàm vạn tượng hào kế tông phong.","Chùa Diệu Đế để chúng sinh kế thừa đức lớn;
Chốn Tịnh Quang chứa vạn tượng nổi tông phong."
"蓮 起 煙 中 妙 営 常 年 開 法 侶
花 繞 錦 上 浄 光 此 日 振 慈 風","Liên khởi lư trung Diệu Đế thường niên khai pháp lữ;
Hoa tú cẩm thượng Tịnh Quang thử nhật chấn từ phong.","Trong lò sen nở, chùa Diệu Đế thường năm mở lớp tăng chúng;
Trên gấm hoa thêu, chốn Tịnh Quang đây ngày dấy gió từ bi."
"一 等 仁 中 神 孝 子
大 學 道 明 德 親 民","Nhất đẳng nhân trung thần hiếu tử;
Đại học đạo minh đức tân dân.","Bậc cao quý nhất là tôi trung con hiếu;
Đạo lớn nhất ấy là minh đức tân dân."
"風 敲 桃 院 琴 聲 逸
月 印 蘭 臺 鶴 祘 高","Phong xao đào viện cầm thanh dật;
Nguyệt ấn lan đài hạc toán cao.","Gió thổi vườn đào, tiếng đàn khoan nhặt;
Trăng soi gác sách, tuổi hạc muôn cao."
"明 月 清 風 天 別 造
高 山 秀 水 地 靈 奇","Minh nguyệt thanh phong thiên biệt tạo;
Cao sơn tú thuỷ địa linh kỳ.","Gió mát trăng thanh trời riêng tạo;
Núi cao sông đẹp đất linh thiêng."
"前江引水生奇妙
復路行程往來稀","Tiền giang dẫn thuỷ sinh kỳ diệu;
Hậu lộ hành trình khách vãng lai.","Sông phía trước dẫn nước sinh vẻ đẹp kỳ diệu;
Đường phía sau dành cho khách đi đường lai qua."
"安子高峰紅日月
竹林山上昭十方","Yên Tử cao phong hồng nhật nguyệt;
Trúc Lâm sơn thượng chiếu thập phương.","Đỉnh cao Yên Tử đỏ vàng nhật nguyệt;
Trên non rừng trúc soi chiếu mười phương."
"草樂何水何山于栽會
欣歡此人此地四民康","Thảo lạc, hà thuỷ hà sơn ư tái hội;
Hân hoan, thử nhân thử địa tứ dân khang.","Sướng vui bởi sông nào núi nào cũng đều mỏ hội;
Hân hoan do người ấy, đất ấy, thảy được an khang."
"陰陽鍾毓精靈在
山水清於闔澤均","Âm dương chung dục tinh linh tại;
Sơn thuỷ thanh u khai trạch quân.","Âm dương chung đúc tinh linh còn mãi;
Sông núi lưu tàng đức trạch lớn lao."
"一樹梅花一樹玉
半床明月半床經","Nhất thụ mai hoa nhất thụ ngọc;
Bán sàng minh nguyệt bán sàng kinh.","Một cây hoa mai là một cây ngọc;
Nửa giường trăng giọi, nửa giường sách kinh."
"天上果有詩百粤山河今即古
江遠皆可扁一門兄弟將所神","Thiên thượng quả hữu thi Bách Việt sơn hà kim tức cổ;
Giang biên giai khả miểu nhất môn huynh đệ tương như thần.","Trên trời quả có thơ ngâm, non sông Bách Việt trước nay vẫn như thế;
Bờ sông đều có miếu, anh em một nhà, là tướng lại là thần."
"千百億化身接悟道迷緣以滿
四十九説法開權顯實聖中王","Thiên bách ức hoá thân tiếp ngộ đạo mê duyên dĩ mãn;
Tứ thập cửu thuyết pháp khai quyền hiển thực thánh trung vương.","Phật hoá thân thành ra muôn vạn, đón kẻ ngộ đạo thoát khỏi bến mê, đã thoả mãn muôn loài ước nguyện;
Bốn mươi chín năm thuyết pháp, mở quyền hành hiện ra thực tại, trong bậc thánh là hàng đế vương."
"慈念濟人千手護持超淨界
澄心現世大法光明逈早春","Từ niệm tế nhân thiên thủ hộ trì siêu tịnh cảnh;
Trừng tâm hiện thế đại pháp quang minh đạt tảo xuân.","Từ niệm cứu người, nghìn tay hộ trì cảnh siêu tịnh;
Lòng trong hiện thế, đại pháp quang minh khắp chốn xuân."
"垓排勝跡傳之久
赫踔靈聲取也多","Ai bái thắng tích truyền chi cửu;
Hách trạc linh thanh thù đã đa.","Cảnh đẹp phố bày truyền từ trước;
Tiếng thiêng lừng lẫy tỏ đã nhiều."
"楊柳枝頭甘露色
蓮花座上泰和香","Dương liễu chi đầu cam lộ sắc;
Liên hoa toạ thượng thái hoà hương.","Đầu nhành dương liễu giọt cam lộ toả sắc;
Trên toà hoa sen cảnh thái hoà đưa hương."
"江廣源長波不盡
林深葉茂樹皆春","Giang quảng nguyên trường ba bất tận;
Lâm thâm diệp mậu thụ giai xuân.","Sông rộng nguồn dài, sóng bất tận;
Rừng sâu lá rậm, cây đều tươi."
"馬蹄聲震風驚月
虎惡休嫌雪瘦顏","Mã đề kham sử phong khinh nguyệt;
Hổ trường hữu hiềm tuyết sấu nhan.","Vó ngựa gió bay mờ bóng nguyệt;
Trường hùm tuyết phủ ngai chi gầy."
"泰保人民和氣春風自在
寧扶岌岌曹南鬥北同公","Thái bảo nhân dân hoà khí xuân phong tự tại;
Ninh phù hạp cảnh Tào Nam Đẩu Bắc đồng công.","Yên ổn nhân dân, hoà khí xuân phong vốn có;
Võ yên toàn cõi, Nam Tào Bắc Đẩu công minh."
"到此畢乎常花堂玉相妙闍金蔡自覺十分仙境
居之河入遇驅濟頭凡德江明月重無半點塵心","Đáo thử phi tầm thường, hoa đường vương tướng, diệu các kim thanh, tự giác thập phần tiên cảnh;
Cư chi hà cữu ngộ, biển bãi đầu phàm. Đức giang minh nguyệt, trùng vô bán điểm trần tâm.","Đến đây chẳng phải tầm thường, hoa đường vương tướng, gác đẹp chuông vàng, tự biết mười phần tiên cảnh;
Ở lâu sao chẳng gặp, biển bãi đầu phàm, Đức giang minh nguyệt, lại không nữa mảy trần tâm."
"福海無邊寶筏慈航資濟渡
靈山長仰黃花翠竹遍輝光","Phúc hải vô biên, bảo phiệt từ hàng tư tế độ;
Linh sơn, trường ngưỡng, hoàng hoa thuý trúc biến huy quang.","Bể phúc vô biên, bè báu thuyền từ chuyên cứu độ;
Núi thiêng mãi ngắm, hoa vàng trúc biếc toả hào quang."
"草樹逢春花似錦
樓臺近水月重輪","Thảo thụ phùng xuân hoa tự cẩm;
Lâu đài cận thuỷ nguyệt trùng luân.","Cây cỏ gặp xuân hoa tựa gấm;
Lầu đài gần nước, trăng nhân đôi."
"秋水長天橫古渡
寒江明月對平臺","Thu thuỷ trường thiên hoành cố độ;
Hàn giang minh nguyệt đối bình đài.","Nước thu lẫn mây trời chặn ngang bến đò cũ;
Sông lạnh soi trăng sáng lộn ngược bóng đài cao."
"水月光涵簾外影
夜鍾聲警夢中人","Thuỷ nguyệt quang hàm liêm ngoại ảnh;
Dạ chung hoán mộng tỉnh trung nhân.","Trăng nước gương lồng ảnh ngoài rèm cửa;
Chuông đêm thúc tỉnh người trong giấc mơ."
"一簾水影如明鏡
四面山光似翠屏","Nhất liêm thuỷ ảnh như minh kính;
Tứ diện sơn quang tự thuý bình.","Nhấc liềm thuỷ ảnh như mình kính;
Tứ diện sơn quang tự thuý bình."
"春夏秋冬時進至
東西南北客自來","Xuân hạ thu đông thời tiến chí;
Đông tây nam bắc khách tự lai.","Xuân hạ thu đông của tiên đưa tới;
Đông tây nam bắc khách tự đến thăm."
